R&D Spend,Administration,Marketing Spend,State,Profit
0.0,124581.15317123968,5111.207091294529,New York,64014.27129917503
143263.37491589226,117402.65949949402,377451.6612340151,New York,182849.35308435775
28033.533316136018,86785.28286619969,157707.47484213763,Florida,79639.4019879122
118563.12475550635,124781.04188396466,264321.31408600794,New York,131093.3720249138
67345.56469328921,152206.8257685183,112380.47991409531,New York,107175.08190912733
66818.10848517557,127145.60585202709,47615.270371845174,California,92872.77682969108
65843.74485105883,137835.73915479417,137017.30517348924,California,110948.7618406141
70319.24338362916,107134.36111106219,305201.5090461877,Florida,112026.1778910671
20540.3515260938,68244.973447111,183747.73185812755,New York,78083.672539735
86258.5841766824,154035.9974325777,8316.848279633654,New York,121503.61312004832
0.0,116028.07996012153,299864.0726719926,Florida,49872.63096609477
57290.25278449815,101677.46454868818,208579.26381188718,Florida,96027.88722597997
60868.207679400606,152038.04227274892,96834.26326464312,New York,96936.05671164926
120362.57964867563,111392.74662370852,310440.69096145587,California,151046.134495289
67879.94796655168,149717.632993895,103504.04219692202,New York,101056.16248378028
22471.425668833836,65241.14076897555,181405.66363954658,New York,78687.47871132796
114733.60271347054,149845.50102153013,318428.97154214757,New York,151748.34313755415
48267.03581424202,84726.74911273141,194571.55990187812,New York,99125.00725610157
30770.462909271664,116238.18876352976,157379.3493409481,California,78593.40002174737
65712.96700526147,152345.29012062415,104172.06248317318,New York,98824.83800421823
74961.6401171296,110679.2996258878,298561.0550637281,California,118584.56933660476
22906.9634958248,154404.51219752492,28201.481725169284,California,66245.64245696129
119006.37847176217,148680.70719666278,318889.3493370312,New York,151800.99257266507
59107.04883159817,156386.84844379706,85586.19693653187,New York,99813.55205337674
45913.3670496407,50823.70247172181,205355.1959224455,California,92902.45438589674
133672.45841611267,149328.50852369072,138298.4840809385,California,152246.5034012893
40483.418027457075,49494.151538074046,189008.81465493073,California,90652.89314498057
145935.64277266138,92219.33270174243,360122.25705354527,Florida,169353.81194861728
84367.55229071954,154640.03728561124,7981.216096503526,New York,121761.5683658658
1720.2382028346628,115230.08312565023,290037.0679912262,Florida,49324.84577987005
76318.02655378841,130193.75246350611,360480.7039811479,New York,105236.42902957168
69638.16492504781,123755.38427802516,316438.88195392815,Florida,111171.66744201412
145418.6153007181,119294.72152589566,378791.73560100625,New York,184555.13135107752
89096.05865268744,115292.79877501041,292509.0925911787,Florida,125308.91326159009
45387.94406713592,159633.62333967147,207319.10630084394,California,95914.10411983405
99576.19833803533,93172.53385221283,253347.73935158591,California,143735.5153216631
71555.12053096731,121635.82221687198,310168.52919133165,Florida,114444.8286670403
29931.2922630931,120506.62363631545,169172.179091356,California,80491.76804243909
72334.04538303446,127949.01284473418,338068.448059439,New York,105926.1279150872
83524.43509227113,153591.12839832017,287420.9001310469,New York,109256.70592327409
93042.53333929839,144416.71758779007,277266.5407898385,New York,125753.18052618566
94049.09316991555,128031.60861200021,239293.0069073113,Florida,139237.283848231
20296.096110398732,95076.84094075712,141557.60153954505,California,65739.39437717239
82225.73129753894,152194.89463723305,110.42915007630415,New York,124101.22506560535
527.3239402831425,118884.93669065475,50997.262437170706,California,16261.54632987472
24418.259592241302,117866.86489314797,174216.2832249926,California,79876.20243511428
77183.19503655065,99035.463201497,131575.0650728773,New York,107781.88139045397
77542.66319096957,95245.49793612616,153853.90262657448,New York,106666.83121124626
120165.35579155052,156206.08537720123,258734.49127913304,Florida,132810.39149462478
105514.75941159166,108341.51458561543,229076.95036870718,Florida,144200.99323971706
57342.84398400407,128950.98222737153,39272.09692311468,California,101256.77083339442
73006.18657860196,122220.35855850781,304770.6342039737,Florida,112433.07956493323
76992.105029709,101385.22248320373,138873.47099423077,New York,110754.31580848401
88433.08327190208,153331.5485661413,3057.3903971957016,New York,120594.22188652294
3542.069769031039,51703.03836846246,1901.675086891577,New York,36530.17984949323
364.74811429583184,118694.03557130734,36055.00726989825,California,14381.109461939486
19444.645899031544,128567.47101724202,34695.68118664366,New York,69893.29499054964
0.0,117908.76681997726,43305.147074207314,California,16015.820330366432
139413.77589301448,91388.38394787305,364183.2939276105,Florida,166739.8098912953
72513.56507330414,146144.47095230076,145721.85635125468,Florida,102301.93055359738
49492.35781918979,84649.21705524722,202823.85187859833,New York,98013.8016277814
147329.93915399374,121526.3924773985,387864.11087324086,New York,182006.2870830168
115671.6306923367,110291.3821574294,309687.91350947495,California,152861.31522103766
97642.5063913004,142814.53028930048,285142.1522559514,New York,125978.2762635845
72320.75398499299,140449.4003722488,134828.76378291028,Florida,105100.5190701183
74631.07664349263,116986.09428013931,309273.23637649644,California,116815.1984051491
70622.74754916895,105864.21804436827,303723.8507581798,Florida,107546.74690227227
64027.102322939085,153209.73544421452,109536.55104908535,New York,102263.77006241084
83760.02119829871,153379.20672477016,307.13588669546607,New York,125406.16359933121
145.5479833536656,122385.49104871148,1394.0060597723245,New York,68421.3727605049
99980.90571423143,90878.11280746537,256700.72721661127,California,144566.14121034474
1964.6471068638327,117808.01685391132,41582.76865060607,California,15835.58811185781
95524.6113881645,143084.59464473792,288658.01598319155,New York,127137.54335300063
142832.1699919441,118273.48863256902,393195.6250760394,New York,183775.96032089865
952.1810430888934,126699.58378411281,0.0,New York,71616.45350158768
79726.17584757197,98089.81342770475,141030.34151995022,New York,112701.70262787747
23871.50090700933,96800.61417023181,144399.08823699548,California,66626.94353482198
164558.96390445085,153020.0580639695,459462.01402656076,California,189582.1619005035
168041.03830743575,134708.33212415618,465736.5920387314,New York,192780.60629241986
67161.74271595126,128175.95520282113,54168.59747129701,California,94957.5720566465
91772.85577376807,125141.5064591614,252766.7864000564,Florida,143713.9460164898
85258.70747491371,151325.03515655774,0.0,New York,122618.98001505683
21934.708449420446,65223.47944303255,183128.27187285738,New York,82655.55980658444
97078.57835084063,128587.28455637644,234763.8836044662,Florida,140075.84051807638
378.27277585524894,116200.62295424152,296085.9892786839,Florida,47482.13117408929
129315.0222375327,100471.64740723449,371968.5491814508,New York,163106.3225852848
26444.167784080542,117769.20172498042,167731.40429381718,California,82506.06850542426
74038.38246455441,121104.35381574131,307225.8963357985,Florida,109793.16352647539
129582.47808359697,146038.62271690293,324456.3026383613,Florida,154597.3505980791
2619.6231640230626,122939.89013863813,3436.715794587696,New York,59632.25718022429
160365.63712553136,148653.42596054595,438228.77018193586,California,191732.48725970305
26075.772720873763,117744.27924714056,176056.78220707344,California,78936.22238235342
0.0,51444.72365660724,0.0,New York,38302.54673197725
152118.98105812332,103535.74557308976,421109.68944755616,Florida,191833.11522502505
73510.56156141667,155605.80160524964,299729.9816580365,New York,110964.49019694375
93362.19419921776,129587.6896397885,264293.9675405202,Florida,141545.0897562519
22655.886345458304,81243.51621317402,170615.8781242194,Florida,75864.34858275617
43587.3533207992,156088.307016617,209462.20340181523,California,97693.89854119283
143218.56601529475,118044.10049132846,380944.35209054226,New York,185696.401834162
162323.84474145804,148740.83791240043,448526.8707639995,California,187980.93793111487
20813.33135724866,129899.79652370495,202047.80883467296,Florida,89892.82960297522
149614.24058221068,103555.17491888136,411056.4881384494,Florida,192930.95812642202
122462.899224292,146379.45965710797,309619.3872849562,New York,151706.75956450816
91975.95988876485,114772.47369536973,303357.85005532636,Florida,123061.8883680391
25086.81107182658,123771.27969487106,209292.33933382056,Florida,91673.10697593099
121328.68208634925,148026.41350723262,303730.20631045324,New York,148262.11589402493
27218.990393963606,94639.238014319,154664.11189014485,California,71869.75806917693
76413.65001686069,99414.30749570926,129836.73121988609,New York,109407.37328894176
19966.73231719936,150923.33091230248,38306.63036001368,California,63867.20239463037
59809.45181330029,138893.02408409712,138559.51433726278,California,110405.82305667253
96633.23867558886,142711.5674256301,269820.2925134566,New York,126206.4263491969
64948.48699632357,154487.28649397343,106263.42552929875,New York,99862.24066719039
79690.41261435008,100225.68928022339,142276.78501077052,New York,105309.09489897583
60547.861611035325,103185.0109955658,213352.66030302751,Florida,100659.38227503787
31726.860749113363,116364.22733305687,175104.65291219283,California,76928.31803889027
29861.346573259143,119004.8015340661,180206.07400670004,California,75658.71643767117
130119.40463519793,100581.46465774733,367346.9083784928,New York,161415.29121975272
123422.78302694055,158415.73787893393,250757.6782117581,Florida,133627.84474243308
90496.3493429716,124327.0050895528,248815.66165848204,Florida,142843.30433522913
64671.73382578202,127797.02947059044,36413.864701293474,California,97357.43392698192
35148.647535005686,83576.85196262955,174539.2278681408,California,78689.68745861828
46831.07661949238,83554.28100954785,196871.04935934098,New York,96586.62169603464
62823.99408915704,153327.56833036573,103440.02960694816,New York,102750.18228478543
0.0,112256.74233712186,38743.76724944478,California,18767.0881998788
164786.2574598705,133176.47983809223,462251.41475064174,New York,191478.73817108574
162995.52859898878,137328.70536530725,464197.86129878345,New York,190636.61783127245
61994.22839877025,152387.17187258296,106435.40321897072,New York,103308.4487202979
166839.10121340412,152161.58678696025,439237.43521343404,California,193135.00312563588
35102.63326471077,82060.09594768737,173322.7485185081,California,80440.42828527931
72028.61189759176,127219.74744822526,354235.59099459153,New York,103376.5670711714
30947.891448325652,124379.28358968333,194432.75599643445,Florida,91278.70029753333
73030.54801484688,126499.6511477087,354580.6034498659,New York,106455.18096702006
963.989612117308,53391.69523301431,94.64798472016727,New York,35196.73242603019
58356.957295573564,129094.79272200172,39788.07616444235,California,96758.76046263312
43975.215712955236,52107.93519900484,188993.19701238695,California,91636.40626882606
966.182571879356,119768.72994730278,44127.039275255,California,13259.745700315012
93232.9795745726,136342.49618866708,247911.47853180856,California,130547.72234728943
76137.57561229952,141721.05422507515,141231.8833945782,Florida,104628.74210844857
60465.05618292338,117553.25384774274,87397.59784230679,Florida,98403.45453108066
25247.910386098123,97382.11985964928,139151.1472002248,California,72891.57631993246
69239.2466038458,104348.71667505808,302238.3412540608,Florida,108711.7019133
79199.89309103174,152714.94827147503,296460.1396267022,New York,112809.12435191777
62183.570098613156,128520.30655861598,40965.06894169973,California,97954.02045235917
119498.20155796937,149966.679822829,303342.9740015639,New York,148794.8156858168
53307.3971877474,154455.78881940187,207152.91023183448,California,93772.98072526614
78656.97537684016,153729.45767516203,297514.0984709321,New York,105793.46290866738
143481.00590028375,92961.89391282065,370462.54406094097,Florida,167325.87381941476
162874.0283506704,137794.0976502427,477182.3298472776,New York,193294.3908901465
93620.16878708104,144576.70340378434,279350.6331132442,New York,124185.95066315983
51531.36122271135,153525.35514017972,209826.0245168683,California,94901.47808217655
91406.1268281535,138330.97988376342,248374.87256161353,California,133641.79958207766
110534.52005519498,122104.19013783497,258947.3374177666,New York,125781.49165447138
62306.384161666065,141293.33198933335,133664.59920550973,California,112260.07454372919
72894.68361292798,126014.78825585221,353558.3809254161,New York,103162.76882917428
99089.93412056693,110237.12728566784,235559.6229156587,Florida,149697.44322576138
113166.05969590234,156956.45554796926,255748.72199516903,Florida,132244.87994266965
27883.448812760987,98768.1060025432,135098.11956033125,California,70337.76555015602
153077.77982723483,100439.58757795313,400965.13281948556,Florida,193900.52340239423
0.0,119305.30915214075,36254.429974040475,California,13396.131451748317
21686.240760213674,154067.05362114456,19972.542669899613,California,64763.71550791889
3133.5582499993125,51712.19750263675,12235.863443479604,New York,34355.049337288765
42807.53033214575,83983.59821598812,215579.38599588771,New York,95708.66284237322
93267.18247380883,130711.21730564153,267526.4780017809,Florida,142513.29184414863
28915.33997286551,95797.0301814917,151168.39661640863,California,64412.817805048806
134872.52910107718,101230.98332874029,375950.2290077806,New York,158802.4224495868
38045.350574373,81506.82838146147,181085.2355589023,California,79049.68526927127
72645.91575621543,120626.12817678554,303855.18658016337,Florida,110099.11981657702
12723.169470383807,126185.35642907809,34985.041261050326,New York,72429.43692672592
151232.58063448494,103129.99338481361,413901.4172651261,Florida,192816.74278940057
61875.183091194085,138553.3520365889,131688.5844033101,California,107099.90534472787
67396.54651870445,140078.45558189822,144512.11472290667,California,106465.39151148543
74512.41019924537,146356.3621676642,130134.66271972623,Florida,107588.08613851892
101238.66210542196,92771.27839935641,247729.63138914027,California,143728.36196524117
0.0,50956.51498742036,0.0,New York,32392.73644726359
45793.128530004455,158662.76267654286,216816.2623078231,California,98654.11100301333
141366.59194104763,120104.31897898568,382450.88234261516,New York,186889.76111520454
28276.983233459025,120061.93574448346,168610.01464858555,California,82909.55155792716
34652.155068443164,84314.87200702628,171235.7527279387,California,83733.16729629207
122705.58655672907,155264.88006332758,265103.31912827765,Florida,133526.31152332007
161849.5625053981,153003.22330088922,439217.54317591875,California,189190.95889268728
163779.39014046185,151337.3356812336,445601.5063806725,California,190766.23482279124
11702.777795520627,128756.18524891033,25508.42601511464,New York,69633.51641714797
116017.2998882805,125013.55400543737,255692.30443677894,New York,130032.25283988562
91915.77452637702,135512.1973447484,251423.24387829774,California,136645.91080574944
64605.5376678409,106268.21772417675,306946.8115009321,Florida,106003.09754964682
2351.2108099389734,50594.028539838066,2407.867319243177,New York,34527.046883821706
134590.57341557794,147330.92606605627,122978.82449245137,California,156417.8596975442
25442.447720524036,154872.33940185898,26635.286219281024,California,68742.96676031762
14320.839923584752,124629.11479493856,37176.67144617067,New York,69955.11847001313
74613.8871968545,124186.22613527137,309278.6363037596,Florida,107710.3577784191
76889.30911368469,153722.3066037566,310118.3051875441,New York,114190.49598863864
125256.65824682316,99835.65372322712,362984.100524805,New York,156051.04667385033
96350.83906080843,113799.38847919312,295249.707598897,Florida,122089.22988060888
44581.52689267578,51922.88252568515,190493.12100806925,California,94150.54200942135
67960.22184108678,107169.84084881692,309500.91922563576,Florida,107108.67587465532
162038.3426477339,151902.74069733982,446747.67171794554,California,193023.63156559152
61332.68636033763,153184.87694500067,88320.39153601456,New York,96963.56156989823
143862.06222810416,91964.36700176506,362336.6378260043,Florida,165841.69230437436
101867.1684883725,110167.91557276603,216344.46361736095,Florida,149306.6314016634
60481.19870614407,115635.35814268641,96681.1701632359,Florida,95762.35215025135
25678.40965899852,117301.04571547979,176783.17748218958,California,78737.37553818428
36800.1386106947,85858.65114348072,168451.3521902826,California,79184.328046346
77609.04277195982,154218.60824471738,306362.77740664256,New York,111045.49775445537
63715.058861164216,103332.57670954328,298756.00915153115,Florida,102941.26685172107
0.0,52006.23479161237,3910.6025784098347,New York,38785.47061676886
37260.138106941864,82761.21349239214,179434.3186758328,California,82774.22617679478
75989.79894639431,152495.25872089172,287817.56040354865,New York,111825.1286320171
30376.873671457073,116527.2986001326,169138.33886798803,California,78418.05831014733
21182.835701745254,152453.55244431607,40483.0742802634,California,63517.30958572849
27612.289890330325,84006.85537284143,161746.1159428399,Florida,76798.69544902958
166112.4231653949,134994.4923930395,474391.3754317992,New York,193694.7830660704
109452.24406322792,118383.47578463647,275774.41751258366,New York,125794.06674997555
92439.48539590038,144747.0600299382,297874.9992357146,New York,122778.68324521057
133542.54446118645,102431.26795932044,358870.85102927266,New York,154804.74095100275
135868.96234973593,148195.5975555948,132039.92318594732,California,155737.75125929381
140638.38689936654,90903.22821218567,368603.41117982246,Florida,169699.87368325837
41915.50295947673,48257.10862196255,192453.0377142799,California,90505.04762892875
93688.74091173135,113946.99537899869,308685.5364784501,Florida,122615.86004068304
0.0,117985.18758841038,283254.43655890936,Florida,50614.14342710907
115352.46487355238,151033.05795882727,300465.15422826837,New York,149191.61415411098
72234.58158820074,147144.91231262375,142827.96201172,Florida,111843.77105750679
154338.46792958418,103231.46626803708,413959.33322841476,Florida,190923.83589177378
131609.6944475394,146196.3559054307,328968.6395689421,Florida,152225.89067485003
339.3594922022417,115280.39084305982,296367.6618760053,Florida,49311.96451236625
94127.2809431509,135927.74459657347,246502.4824916993,California,135700.9115231265
62102.13072671816,125618.75557056502,41193.451670982846,California,98283.55845971842
54996.53657814425,99710.7136222754,212871.4240381214,Florida,95878.99950773032
6652.497210578849,115866.03764494923,289925.22011147643,Florida,48184.228767594
61229.381600867295,141124.6364531936,137264.13283172576,California,109434.68491311328
80565.79062598829,154878.02500193662,310724.48304276756,New York,112306.44541036765
0.0,50836.06663349726,460.12924613063933,New York,35028.468095780045
9382.513912005534,126916.83013028122,29907.7704304043,New York,69741.54804113833
72506.02992472962,146487.74929158617,134496.4532777458,Florida,104435.1223894631
162427.29381590657,149294.53112025786,437175.34571987,California,191164.57601946077
98133.06673159788,92047.30660216136,253905.93374286022,California,144882.65248753742
150474.07378314965,101433.1464894241,402328.6782445612,Florida,187617.66681235668
60950.78248492171,114015.6295829869,95000.75371746218,Florida,100933.57648306558
59693.73927717898,153886.05671359118,86033.9185714029,New York,98727.81191001044
162238.4161920516,151741.59299352844,456104.4433190046,California,192082.74013357624
70349.08684312952,103374.49495865632,301778.38047658897,Florida,104326.94371598729
104521.43110551982,112405.58342957798,221794.8580510795,Florida,150983.1081392604
76153.52576266063,98113.22735550323,139307.73176087532,New York,105493.32102738955
149544.82001885053,103729.70951118896,414053.10005137825,Florida,193214.656686941
0.0,52189.06095903153,648.8046926711912,New York,35130.53930434965
132389.3746106055,100179.54616103965,372651.8135349031,New York,157567.94999210958
54368.75781198417,100336.21004879032,220229.31217748363,Florida,99015.61048089637
136127.50278598402,145837.68433613004,124684.23622603728,California,158793.27791868438
15160.95657936872,127151.15539924684,36331.66780419395,New York,70534.70750589152
154370.4635574114,103272.66682996802,412109.0914367149,Florida,191121.34888372218
41862.297148869766,81449.90358003808,179704.03768304855,California,79538.91965722122
76054.25529399149,123138.74205906746,259093.32096114487,California,127863.34131359334
1809.6675987400897,115636.0888836979,46979.52079606635,California,13078.113177079094
92640.28315162522,115389.34515472579,306837.29303384613,Florida,120612.83057613914
65643.30770192888,152766.54106743578,80179.61719603755,New York,95660.30134436092
44620.024449625074,86209.65843250327,202509.59409808205,New York,97323.90289602666
73373.9615124375,114407.97031601764,292776.50982148777,California,114525.01932383132
79108.04623726137,97890.56711519166,143911.9574212355,New York,107094.54230957388
19706.183164214373,65266.91478532785,186449.55114020227,New York,81123.42040679566
81187.82597329651,153353.14442512122,308170.8469935089,New York,112447.83511945064
65803.5677820425,140093.35592985793,146125.38330539246,California,103620.44954141574
74413.88565266717,124311.66116961208,302281.06459858007,Florida,111190.82681959862
18717.898650563464,93874.75513918893,149289.5152887272,California,75150.2137387252
66661.25431342646,137712.28793514209,140520.73590876965,California,110572.7508651182
96777.85488575086,113617.83537090696,289782.4913935182,Florida,122916.32780736811
26465.82841217577,98212.49440466859,150136.76375377283,California,69374.19089400147
42205.641185035405,82773.1868067359,177868.7247533255,California,85987.28862929248
92782.17732627648,127078.56835088991,246720.28636005148,Florida,140635.9956901584
90.54608083966446,51657.47118651635,0.0,New York,35078.857429467644
73416.0151391595,147186.50066533464,137545.69432410228,Florida,104476.58959773158
1417.6033202607202,48953.615032799884,2533.1976688164773,New York,34372.213250057124
21533.5719340566,92467.46651027081,158800.19988696798,California,74112.33406624146
141581.08773911858,117653.86391107395,391577.645605913,New York,182825.60384955583
133341.7147899845,99640.84011994583,367525.37107312045,New York,157183.95233916162
75210.38287091073,101111.15493355347,136061.3882821557,New York,109167.89783415815
1222.500303297356,53463.08259241909,5682.822271068121,New York,38713.15692601524
35572.839556843945,83583.64808314227,175296.6547208368,California,82591.67586727465
64604.94840483985,129280.43904764006,40544.56583853682,California,100040.41159956121
116793.08899945286,155937.80983805566,258947.34268328018,Florida,128458.5586349298
69831.91202948667,128083.50119103325,341809.69590773457,New York,103840.14049413438
161860.17247797461,150924.83966847995,449720.3976277107,California,187680.41189252923
79950.40997375344,100010.55742617737,144614.06038943192,New York,112089.85789013229
131762.4743934073,147911.11187552486,130124.32554556437,California,156115.09782081132
15539.793452110804,127348.95398350855,43113.02571802675,New York,70137.35500307116
148014.58282400706,121173.85348425394,383632.460956195,New York,180332.46809389765
74388.70558030762,126726.68054050543,341595.6996765596,New York,106529.3175814045
164419.10703517275,135669.63857753258,459348.6876899865,New York,194955.8420770775
66302.7079704195,153798.3984821874,110304.1644466794,New York,102144.92108932219
72412.40178906295,129702.82557073524,361608.9479918093,New York,106852.31982629634
154048.3932073043,102233.60442011735,400768.44714214,Florida,188462.46971382192
139839.48879399963,93368.2392096643,364148.5630035404,Florida,167025.25853770785
2353.560937721511,138322.16275546348,3408.77863784046,California,39362.78988804242
75408.32655104216,114923.92942605972,297994.0139208784,California,120967.39747500342
0.0,115483.88770870068,292976.80023867934,Florida,46775.20170753884
105054.65348474427,92280.0963144468,250570.3471951596,California,153201.36226413734
95336.11617194717,146616.15587371343,277859.117285294,New York,125306.76869103612
73427.05558450041,101123.48173364866,144514.35173660849,New York,112647.53246170802
5582.222877559379,49316.61485516779,0.0,New York,36638.51759528005
75069.56716566072,114460.75731591565,294822.45281422633,California,118833.05082647047
71252.19322768175,106162.6184483848,302587.0529719118,Florida,105132.0925954097
2250.128837443908,123469.76208541494,13122.571755284025,New York,64998.75384605572
25921.200403004215,154420.88774464917,21460.9418542771,California,67939.83210740647
27331.765223704264,158614.83512328137,28713.39923050446,California,64078.15085033161
82877.2666953156,153765.87938927158,296884.4111500458,New York,113578.47123150367
78170.94232309097,145936.98634496893,135098.62793321096,Florida,107705.33821114647
1332.8415135652942,118604.6929035061,44400.97399570645,California,16098.488361011716
117798.79376228976,158863.5714339959,246952.40735009027,Florida,133212.8569510947
72680.4996199243,153810.7659379115,294496.69066501415,New York,112593.97841710866
86107.58011073744,153284.7409257293,3098.5666639334318,New York,118313.05683662195
63932.755107177036,138885.05083554878,140971.58581464973,California,107573.21025852048
65270.0770878713,138859.18835237424,135938.74096732982,California,110254.05813791709
67905.68664159886,128335.61557156556,365088.56824916485,New York,109859.13920209078
15598.006371833972,126137.50349622875,29847.197067876572,New York,71683.50889678678
76091.42591814708,119519.70513892702,307241.39352294186,Florida,110200.27997669535
42446.589813049606,53694.206245857444,202892.23787206336,California,91582.24358744844
124770.81641916244,107665.01792497245,315785.96976869326,California,145367.3959155711
62696.296476333046,157049.05045382417,106082.78395028172,New York,98867.75883131729
78055.99895875754,113917.82693734938,296018.47587814846,California,119455.73134383005
